"SD","evenness","nestedness","generality","connectance"
1.3,0.920272582345187,18.4005001867178,46.6723123982117,0.14435
1.3,0.885426773650101,17.9244407399369,43.7081455248246,0.12665
1.3,0.851411148556345,15.0668297829259,41.2574926999364,0.10815
1.3,0.908687249305438,18.5841200719081,40.5751280917936,0.136175
1.3,0.880868000534175,17.7213253894164,58.2396169711416,0.123225
1.3,0.846444009105282,17.1391960413214,54.9419548473029,0.109325
1.3,0.9195329160932,20.5455691099641,48.5994287767896,0.147
1.3,0.89625064221093,17.4312550846982,45.3581534705428,0.1269
1.3,0.919176931583188,18.2435510835059,49.0545692728741,0.141225
1.3,0.898296175991295,15.5959206211673,41.476269919608,0.126325
1.3,0.901013353120701,17.000741464377,43.7379977598829,0.129325
1.3,0.921813929251893,19.5550094107676,54.3371440108574,0.146325
1.3,0.910026157040132,17.815169017255,52.2009331460375,0.13975
1.3,0.906045581582287,16.1314509976033,44.5238298273292,0.1341
1.3,0.920990674703535,18.9020575166135,49.3722745547208,0.143025
1.3,0.921530359887036,19.05226465363,55.7549257562147,0.146975
1.3,0.907595798732786,19.7131678019606,45.539451431044,0.1366
1.4,0.879506642297698,16.8755360101439,40.4186369241459,0.1201
1.4,0.857077027398844,15.2910725645346,31.2917099286363,0.108825
1.4,0.83748319545998,15.4809845572165,43.6166970017159,0.104325
1.4,0.890201498122702,15.9967505217953,46.3178905997803,0.12325
1.4,0.887037684566453,15.3826027880809,42.9230885887738,0.1205
1.4,0.854289660618217,16.1593638025068,31.3923362353853,0.11205
1.4,0.910919039613794,16.231505471711,41.5680807809429,0.134675
1.4,0.90788811076412,16.9365738867092,58.2611060196938,0.1306
1.4,0.904877030240221,17.5673842007883,42.7068221065862,0.13545
1.4,0.855278514108765,15.8754218205921,40.9871162843262,0.107575
1.4,0.870628772922922,16.7352561467951,36.7297504750884,0.11685
1.4,0.89243586758033,17.7318127229919,49.5786296292031,0.13355
1.4,0.861180669512417,16.042432773646,38.6944681273173,0.1146
1.4,0.893241867353846,16.8591225570269,50.7662081793924,0.1224
1.4,0.889772190903483,13.5582665551657,44.7958450070009,0.1221
1.4,0.831268361719295,16.3422003000212,49.3584628618244,0.099825
1.4,0.882046243526587,16.7219540949974,45.3727417380557,0.120825
1.4,0.878008325374844,16.1068535069178,44.3300183793578,0.125375
1.4,0.895306914672165,17.0635476897599,45.2442199874449,0.13005
1.4,0.806357392648177,13.4893633168769,50.3501834928199,0.091575
1.5,0.872167802465572,15.8468266567232,53.7458933351518,0.11835
1.5,0.871129229650379,15.5975815987806,56.9374572872638,0.113975
1.5,0.899546720041475,16.4190451645323,46.4967556265886,0.129675
1.5,0.80466862319028,13.9837033440769,45.1163197521622,0.0919
1.5,0.882078526695421,14.9266306032401,39.251289487271,0.117425
1.5,0.845759276283622,4.76366359750244,38.0408172526859,0.09885
1.5,0.858802327967623,15.1581147908942,49.2111427830434,0.10785
1.5,0.879709087326129,15.4685941654971,37.7912824154496,0.116075
1.5,0.889889747485007,15.6411400994405,43.3336749768635,0.1248
1.5,0.889255160579997,16.0953477885885,45.5188905951268,0.121825
1.5,0.87022357645407,14.970284948773,51.5744312592156,0.1108
1.5,0.889631695142143,15.0366204274499,51.8604419779056,0.121875
1.5,0.866212384568239,15.1779088890965,44.196086287267,0.11285
1.5,0.848247160092317,15.1561429461587,34.5292624379918,0.106275
1.5,0.848151009983964,14.1413229153867,34.465902866655,0.10095
1.5,0.855757962790805,15.6539403497778,47.3751871082384,0.1095
1.5,0.894720601164886,16.9297280924285,53.2317237474582,0.12985
1.5,0.755327003109348,13.6122795838632,52.5732763130247,0.0757
1.5,0.862189692075333,6.01401049695763,32.8698663293181,0.1124
1.5,0.89073263905111,13.4868418208699,43.0495177566554,0.12355
1.6,0.769773921865757,2.23432585248778,23.7179086134592,0.073525
1.6,0.879618038657482,15.7143291869565,40.6621701634836,0.118925
1.6,0.805848484681494,3.39067388503079,18.1818898550265,0.087775
1.6,0.812842557546101,13.8815866933216,27.5742035752193,0.08865
1.6,0.853189912492433,12.9583782040143,45.8673545450201,0.10135
1.6,0.818853795350059,13.3016374870187,29.7035618187494,0.091425
1.6,0.854711912112317,14.0807743502875,39.0087064407307,0.10305
1.6,0.858808638430454,4.20633182254328,35.7687020265461,0.10345
1.6,0.780835428560161,4.56479137970321,41.6038321420348,0.083425
1.6,0.808771999853811,3.65914438432844,38.3855537275384,0.08685
1.6,0.837220957644978,4.53229002084505,30.6321109357457,0.096775
1.6,0.871041178179787,14.6733306147226,49.5673862279664,0.113675
1.6,0.818106170818166,13.470255833352,30.2427993788967,0.091425
1.6,0.861454979839376,15.125225737189,34.7804527566538,0.10985
1.6,0.76611655993874,3.37644560058626,57.9703445497398,0.07995
1.6,0.897858995881686,15.0501946529793,55.3334924904049,0.124725
1.6,0.815011913375675,4.03685152147697,32.6781937618797,0.08945
1.6,0.850390096946242,15.1847834915994,36.432532508269,0.106325
1.6,0.858324349567098,14.3717150179013,44.1180417304978,0.1098
1.6,0.880618624271087,15.0489849736082,39.1348917097761,0.11715
1.7,0.799520919452543,3.79482675123463,22.4094840907313,0.08515
1.7,0.845527825295724,3.9473863487898,39.1913614091773,0.09735
1.7,0.815886887355984,3.56051309332739,21.472218436714,0.09385
1.7,0.870859737381155,5.17402129817181,48.7422023577432,0.1115
1.7,0.852537721086841,4.39767818257061,41.7038550130785,0.101175
1.7,0.832698774785749,3.38039360563004,34.1021723650572,0.089975
1.7,0.873358444609055,4.6821951224534,52.4189330622982,0.104725
1.7,0.853382880432061,4.68707840939188,36.4457190210635,0.1038
1.7,0.878094939722178,6.20827350561285,52.4973561833287,0.115125
1.7,0.86324825364774,4.74237745616181,45.9086545859737,0.106375
1.7,0.844564535655117,4.51598909817737,49.4215461554294,0.10065
1.7,0.857171196604654,3.44658222697109,35.8347748799823,0.099275
1.7,0.854303502020759,4.94734533765217,33.5403794076155,0.1092
1.7,0.788506824698282,3.18125672294407,16.8903934005539,0.08135
1.7,0.804767468271095,3.25855483786489,33.6612274132205,0.085175
1.7,0.851068829807485,4.54301539348139,40.8887599952327,0.10255
1.7,0.832461814145834,4.09767211257448,26.761763591456,0.0973
1.7,0.881357967724257,5.15453513892315,47.88413469938,0.114025
1.7,0.826447593442031,14.4018272564723,25.0703196783598,0.097825
1.7,0.850999446656101,14.9502506999655,27.7819859425396,0.1045
1.8,0.829895663994156,3.73874277655746,29.1357425049765,0.09095
1.8,0.760988167992091,2.61642071750472,21.2112620889363,0.07315
1.8,0.779628499182751,1.86506618988307,20.2900020034042,0.074425
1.8,0.767744751454324,1.45823006643824,29.3879039246095,0.06865
1.8,0.850638917626752,3.84314440445658,53.990702287487,0.099425
1.8,0.823191768468643,3.49379059553207,31.686234767149,0.09195
1.8,0.772020770650614,2.6486600891166,14.8189478359249,0.07455
1.8,0.81344345299554,2.46000324005691,29.0454276844935,0.082825
1.8,0.850634269071509,3.00061387737052,35.7635354590782,0.096225
1.8,0.780470779631966,12.7903864717456,25.7137935241431,0.073475
1.8,0.798405104351921,1.66890338001391,30.4128640896329,0.0754
1.8,0.85787411805332,4.23231934951243,44.8087002900774,0.1034
1.8,0.801563643441104,2.74941031401222,19.4766771487216,0.078975
1.8,0.765633276490697,2.67457214080539,52.7234771699716,0.075425
1.8,0.839934056627433,3.82563662893548,48.7697249470878,0.095675
1.8,0.841403056772809,3.14401512913994,43.7123803579061,0.095125
1.8,0.824482998968477,2.52457816518382,33.6506591341942,0.0871
1.8,0.830705082741326,3.86521865805914,43.4315618916225,0.09095
1.8,0.832877690656375,3.22618012846334,28.7419034304479,0.0918
1.8,0.816883134042023,3.07388462696928,53.481290590395,0.081975
1.9,0.83058670862942,2.3333486060979,38.1041229448536,0.085575
1.9,0.768991286166366,1.87606812535405,22.9326457939231,0.0691
1.9,0.862028013867547,3.72155292751737,30.6991054159323,0.098875
1.9,0.782773920627246,3.02135666677101,24.1544950255255,0.07995
1.9,0.850034765206554,3.69137110217862,39.9140351927873,0.098
1.9,0.78483679133069,11.6626697634672,29.1297109616148,0.071575
1.9,0.82035580076416,3.50194406775484,38.5573984932498,0.08925
1.9,0.795580216328785,2.44608428894818,45.5937044495106,0.079175
1.9,0.779104576020511,1.53575687854861,20.792659174283,0.0678
1.9,0.815520462388152,3.10433416245906,27.8093048013814,0.0831
1.9,0.853257219116082,3.45397363232471,32.1793155203968,0.098725
1.9,0.819889859321749,2.81696978170632,27.6123552659506,0.082575
1.9,0.799134062717069,2.74061070438228,31.8897674282553,0.080325
1.9,0.831408530410388,3.0692817560137,31.4593349404546,0.091875
1.9,0.77254257183682,2.28906664358664,25.616765035809,0.06845
1.9,0.796968164550339,11.9070870981777,32.3772773158176,0.079425
1.9,0.823256450041769,2.71437651307589,33.8003481236701,0.08445
1.9,0.76088907303596,2.35670582710502,18.3256464551461,0.070175
1.9,0.820143803105771,3.37117984209623,44.7410888927718,0.0883
1.9,0.784028574791164,3.52926227914523,20.5850547312936,0.079075
2,0.808806786051424,2.30237617101763,35.7378486125023,0.081175
2,0.577706679816041,0.703084193923777,45.8496111141956,0.026525
2,0.704631700939961,1.15648713368585,12.7842763710547,0.053475
2,0.79346369413303,2.44983069798919,35.6217816155675,0.07525
2,0.822684603360015,3.37371848689157,26.1687268910338,0.089675
2,0.752776601309848,1.67639730073686,24.0094182589556,0.0627
2,0.785664388554261,1.99637795667789,26.0236303530162,0.0755
2,0.733535811885241,2.11142639091261,25.5530115348663,0.0631
2,0.78519860459695,1.7503829671502,37.0840635524683,0.07035
2,0.795459164089278,3.0854277714122,24.7114406056639,0.08045
2,0.824843157737065,3.20646745524696,37.9625426325462,0.092775
2,0.825030408469629,2.89845945139668,44.8326504956192,0.082875
2,0.771876051580788,1.92462667047066,28.4578460863836,0.072025
2,0.782056474810011,2.01672217972701,28.9947169393932,0.0756
2,0.78022411937071,1.91949696925837,31.3088986977365,0.071025
2,0.845165691232876,3.69567754044105,39.028728881672,0.094825
2,0.733219790234885,12.5001085048436,31.7894779133807,0.060475
2,0.751581830087848,2.45500848608833,24.0737980443444,0.071025
2,0.806318574440656,2.4137371245188,33.5145448659525,0.081375
2,0.785033010775983,2.74904601910441,52.5097351434602,0.07385
2.1,0.693527705610757,0.902991130740858,8.11464032873557,0.04825
2.1,0.754339905923283,1.72307828615478,24.1211958817957,0.065875
2.1,0.768806393694213,1.76250076151784,16.2141719640605,0.065725
2.1,0.771365418275966,2.02938225018683,27.6389964581388,0.06585
2.1,0.772434056040117,2.38307748518498,56.6280460383787,0.062475
2.1,0.746772647429861,1.93269270020343,17.0834444532209,0.0625
2.1,0.777589207157147,2.15993963988758,24.0490338216614,0.073975
2.1,0.617925644038353,0.881729045218072,4.6123658226706,0.03915
2.1,0.827066015379548,3.21813406906944,46.239187767776,0.088675
2.1,0.782102868612761,2.09321591146597,25.303907529251,0.072875
2.1,0.791229929722412,2.1704084015263,27.2987759858097,0.07295
2.1,0.792465864643819,11.4945191556148,43.9820425988415,0.0692
2.1,0.66769560108126,0.68386527557683,16.9444784379295,0.0431
2.1,0.755413709138085,2.62955867742727,29.4678885495228,0.06835
2.1,0.714630685316024,1.37059141648619,23.4696565901844,0.056275
2.1,0.773107445095285,1.71933675741629,23.7604941317212,0.069575
2.1,0.807319589329151,2.8952576915296,39.4842069447276,0.0796
2.1,0.647109774558963,0.586428790545587,16.4184240223252,0.0383
2.1,0.641104960652033,0.614875612014094,8.76538477176474,0.040025
2.1,0.731051929249328,11.9860177939394,28.3846930054775,0.05435
2.2,0.733707540870676,1.33211610554399,19.7636461867877,0.060175
2.2,0.770554502288567,2.0635105955322,20.1096557929589,0.065175
2.2,0.673955312754891,1.35187581622352,27.3246323656837,0.0456
2.2,0.651811372530201,0.664264120375951,10.9904717945674,0.040525
2.2,0.774279062559751,12.857758678738,24.4716214774074,0.0679
2.2,0.67332055385201,0.703573013942155,16.4218657003468,0.04185
2.2,0.681028653760208,1.39991734740841,33.3888469253682,0.051075
2.2,0.769474084477625,1.65931967943211,19.9744056317468,0.06195
2.2,0.716392515305205,1.19616598412058,20.1160907168555,0.0532
2.2,0.76493397347648,1.47218936867188,30.731758246468,0.0684
2.2,0.856382780126604,13.5687278102587,41.3287348422753,0.0958
2.2,0.791059126918173,2.68525088843492,31.0817842887183,0.074825
2.2,0.674315088190854,1.29595761361588,13.7943396648542,0.04925
2.2,0.828174464987693,2.63669492813069,39.3332209421665,0.082075
2.2,0.749376284385948,1.43314946142277,20.6129732103534,0.0609
2.2,0.782745906817563,1.49428590797829,27.2327570162344,0.067
2.2,0.748768367674136,1.7890905441001,15.2651299680172,0.062125
2.2,0.665353565401541,0.761462392193427,20.1104596893786,0.042575
2.2,0.79658277182231,2.2639591219082,31.895958367903,0.0731
2.2,0.699771681931109,1.10950465271336,14.9487874376072,0.0479
2.3,0.751296621326003,1.32421266158298,20.8023873602891,0.060975
2.3,0.679118117386644,1.0333051963944,40.3799237168772,0.04225
2.3,0.581863638229088,0.72425300391794,5.9961972467534,0.0325
2.3,0.693071292284631,0.939381668759516,17.8432015849055,0.0477
2.3,0.713563215751973,1.84083920423058,26.5882384815294,0.055775
2.3,0.637763372896026,0.8389584411929,4.1561615527061,0.035875
2.3,0.700000898477128,1.29764370107176,12.1542885705643,0.051025
2.3,0.649421644000984,0.813990024949824,41.1915068206928,0.0372
2.3,0.723704677262446,1.76397078597016,32.7880759033176,0.0586
2.3,0.699772296610701,1.31491283333527,36.2905996710918,0.047725
2.3,0.678505496440375,0.690975309686611,12.9606068823648,0.04365
2.3,0.581407686262726,0.599485575788088,24.9668761609813,0.031475
2.3,0.750802625708357,12.5730999578183,22.0076063236593,0.06065
2.3,0.721875055012808,0.967970370466876,18.702692196483,0.05265
2.3,0.746020546023331,1.52295086743721,29.4921649819933,0.057975
2.3,0.743673666529979,1.26347332196217,17.8302526405622,0.060075
2.3,0.672071660615576,0.758907844391838,14.9461194139396,0.044175
2.3,0.65083052969966,1.09584675869961,14.9684483474455,0.04445
2.3,0.70029680073863,0.763727735744436,16.6749246801676,0.0473
2.3,0.654139013477979,0.632943389748255,14.5844766592291,0.03895
2.4,0.676248629755772,0.759034315058601,18.0342295815218,0.042825
2.4,0.613213220118669,0.408059961991152,7.34508506993851,0.030125
2.4,0.615944524449372,0.529073879725164,10.5595500646214,0.03465
2.4,0.676525870161313,1.34978041298055,8.64040691553787,0.044475
2.4,0.584166255714047,0.613550519176849,8.77126472731717,0.0337
2.4,0.685395125421189,1.87519306866232,29.3357537489555,0.052625
2.4,0.698670927870996,0.906069090787607,26.2551395993328,0.047825
2.4,0.772468424908744,1.52429597143232,20.8710134272936,0.05435
2.4,0.46915067011916,0.183700478288912,5.44408878310944,0.01835
2.4,0.703537337477475,0.707097024990148,23.2796392356437,0.04755
2.4,0.732193704795667,1.5853709135771,14.0706657218234,0.050475
2.4,0.773683379707616,1.78421096836451,19.0877736252039,0.0668
2.4,0.564024788238601,0.381940883992488,29.1476892171031,0.023225
2.4,0.465044437429331,0.150790391767329,1.47773967427746,0.01315
2.4,0.66354201399763,1.33909981268668,29.17634509804,0.045825
2.4,0.599245956864944,0.499669333921484,5.31601175010877,0.028725
2.4,0.649298323008857,0.513539661728484,17.5289858073338,0.038175
2.4,0.694253507169176,0.663153626144406,10.7062543482294,0.04275
2.4,0.779877321548346,2.19767319767721,18.4823281471707,0.0674
2.4,0.686416048623721,0.874648765822477,17.3173237019127,0.043825
2.5,0.647200620491836,0.792225161894871,25.0520228755275,0.036475
2.5,0.585279463588177,0.375737342099263,7.6824100061709,0.027225
2.5,0.51151869197196,0.22821783811263,4.62893832543514,0.020225
2.5,0.773782563552945,1.71936151241419,37.0180901926839,0.066675
2.5,0.717216095324065,0.921341768450743,22.0195845490544,0.044725
2.5,0.765571062192446,1.29104960946243,27.1641824749355,0.060425
2.5,0.689409669876292,1.25183174115103,7.02471285412408,0.042525
2.5,0.688076937513442,1.05768592327485,9.53643501103192,0.04405
2.5,0.764827439305263,1.47080605749402,27.7144813941699,0.060175
2.5,0.689670241787283,0.88003076005033,23.3391287822452,0.040675
2.5,0.680621635296201,0.691892539969613,16.8351144963065,0.04135
2.5,0.691420806410872,1.82454700235465,33.5507056834376,0.044325
2.5,0.643028476531428,0.839172818449263,21.1623095176422,0.035425
2.5,0.532965146515958,0.69219253438727,8.58919207745094,0.032575
2.5,0.745700423941428,1.87344650398699,23.5825438675047,0.059925
2.5,0.670989389256834,0.587404343688443,40.123281625225,0.03635
2.5,0.752055700380874,1.81100848885807,32.5358660250756,0.0573
2.5,0.714958965569257,1.04948039241949,21.2640300546045,0.04945
2.5,0.703083759097091,1.38717107689229,12.7241799720529,0.046425
2.5,0.73418770077269,1.30242265290454,30.6514402066941,0.0475
2.6,0.571031163299598,0.444944258928709,24.6036779322707,0.02325
2.6,0.619699128621177,0.307685992438804,12.88870434236,0.029675
2.6,0.650337330258211,0.977555986014826,33.2964291056059,0.0352
2.6,0.554527156589128,0.692125419712993,17.4969374200884,0.028
2.6,0.513182922048125,0.471017138023044,26.9304143093536,0.0161
2.6,0.660800494949852,0.731959869526881,25.1224476949479,0.034275
2.6,0.645046592213333,1.04417090495417,7.46074876243004,0.040125
2.6,0.621432805881786,0.717696204379864,7.60400789028386,0.033575
2.6,0.698919605658928,13.4270701981658,21.6618037530747,0.04745
2.6,0.622179887256586,0.947398352121946,4.55083530609684,0.0286
2.6,0.667651834957212,0.598647817279431,21.7290813934536,0.033375
2.6,0.663227366242285,0.778267947613376,20.5491419450866,0.037725
2.6,0.543646280121669,0.306867527414687,2.17305739392225,0.01855
2.6,0.70275874936831,1.01799162928163,14.9384749170525,0.04295
2.6,0.676195602356049,1.09239232039913,14.3073864969313,0.04475
2.6,0.58665131010092,0.336550304205907,3.93769376330485,0.021525
2.6,0.679661225349343,0.910159724177481,14.1517084872337,0.039775
2.6,0.686260036753691,13.6536372922305,19.6967156199081,0.040025
2.6,0.664026047020751,0.80407788745633,8.99533288713797,0.040325
2.6,0.66267714113601,0.960580469306727,12.702075322431,0.042225
2.7,0.411785571049235,0.100935153921039,10.0971320170704,0.0102
2.7,0.616789201361697,0.856728172633229,25.6000200805875,0.03265
2.7,0.640782833360321,0.833010522291828,12.5787740737577,0.033775
2.7,0.584108169635405,0.540610822770124,6.00535860269231,0.025625
2.7,0.672794836478429,1.18533970543198,11.9898965914264,0.044875
2.7,0.58767913901187,0.467668114486046,17.2005816480538,0.026225
2.7,0.542108476047725,0.353142778469707,25.5903364122384,0.019925
2.7,0.521191325327031,0.319664509249359,3.919584262911,0.0206
2.7,0.573364705332635,0.318476644736303,4.68673069495698,0.021675
2.7,0.560675990887456,0.561151834905312,22.8815237888144,0.025
2.7,0.718296277097603,1.23989660320484,27.8457768257616,0.047325
2.7,0.433621796736149,0.188954882538981,14.5712511325876,0.00905
2.7,0.63037190776556,0.563610790938508,9.66801088441984,0.03135
2.7,0.773804494678046,2.08123106225444,30.3930313302036,0.0643
2.7,0.619291767166565,0.847762304311758,25.4257270192493,0.03145
2.7,0.72871872105239,1.11686512788777,30.3276722467554,0.046725
2.7,0.57692147991719,0.440890136746873,14.3980834243284,0.025675
2.7,0.574885075933959,0.543135185318737,6.42901451185277,0.0313
2.7,0.64353466718434,0.689330847810604,8.70274343433588,0.030675
2.7,0.580007191833248,0.752162896161902,5.90231979862045,0.029575
2.8,0.599083948523091,0.341657455919648,10.0540511062835,0.027675
2.8,0.685664022419466,1.19103127156518,22.8739616524281,0.037125
2.8,0.352459002765394,0.0834077575393866,3.02185978972502,0.007575
2.8,0.705617275418147,1.02660699091671,17.4022418737669,0.045325
2.8,0.502918227624148,0.323902420055522,11.0746796825993,0.020425
2.8,0.567547349480954,0.318952734512548,6.42878502874579,0.01885
2.8,0.513923056774985,0.298366210233433,9.60877662833112,0.0218
2.8,0.726707790715264,1.12077991348324,22.9187187203841,0.0479
2.8,0.777292818953405,1.94243550780483,42.1238254775431,0.062375
2.8,0.580438665207022,18.8537219815344,6.43517516479027,0.02635
2.8,0.416563240129696,0.264337560000776,3.45201555036981,0.0148
2.8,0.588957977802514,0.60527654701926,17.5877705903471,0.030175
2.8,0.533398470577224,0.451929034225968,15.9226769353294,0.022125
2.8,0.738575083431997,1.44202555825554,18.5587923906811,0.04785
2.8,0.734064876614494,1.38112203036772,22.9862393462342,0.048175
2.8,0.725656092368881,13.6268251712878,25.4434660010913,0.044975
2.8,0.599895496907197,0.828333792000597,6.33827889621229,0.0295
2.8,0.681752945497242,1.4823787458707,29.736350617215,0.040325
2.8,0.49653414460994,0.283422980727016,4.66106491955883,0.020725
2.8,0.485574950993076,16.6434003049764,3.14383814159479,0.01425
2.9,0.41146311702099,0.0937480815775316,3.56566426956808,0.0098
2.9,0.574379772435401,0.362231710468269,8.51594647344356,0.02005
2.9,0.446536092365006,0.0823053832227898,1.14756672400092,0.005875
2.9,0.651514053506617,15.9658683054776,12.2143798075218,0.031325
2.9,0.673066923328911,0.717440109787026,14.5766610876316,0.03535
2.9,0.726239466451525,1.41537621053806,18.8867907820965,0.046975
2.9,0.640365193715435,0.849420846539928,6.35410026283061,0.03
2.9,0.686567816089478,1.06535969463387,24.2962382209018,0.041225
2.9,0.715870214575692,0.849466917759072,22.062470764936,0.0412
2.9,0.723377565242215,1.30173684777217,18.30821814095,0.0439
2.9,0.509529847734801,0.279092419580589,20.622970941377,0.0147
2.9,0.615059768966076,0.532176994326824,12.0505500469315,0.0308
2.9,0.738367603691252,1.25252893590324,28.1093278080282,0.04865
2.9,0.662399677355599,1.15506435626447,23.8325647699111,0.037975
2.9,0.602364295626696,0.67229633840471,13.846191835433,0.030225
2.9,0.634242023424211,0.727345938212496,19.1309176696071,0.02945
2.9,0.624495486776217,0.5601758666909,18.0969432928253,0.0267
2.9,0.600042728789693,0.393206855343058,5.87305538440652,0.026625
2.9,0.68251723539195,1.11743621484095,18.3533476771514,0.039575
2.9,0.47331290504139,0.292762975445814,7.9684435205404,0.016175
3,0.74799304171473,2.21846771877984,18.5068259700779,0.05135
3,0.554739851950621,0.489933877083418,3.99055620043909,0.0226
3,0.672065407144048,0.906104051608481,18.2300590056577,0.033
3,0.546054791563884,0.466971500515053,30.876458131626,0.01705
3,0.684910104283714,1.2482637170602,17.33041245295,0.0356
3,0.642237152432122,0.613453944187111,15.8454182727418,0.031375
3,0.704161289156095,1.3311395957106,15.4574758517356,0.0434
3,0.619531320063459,18.5048559277565,9.6421742832351,0.026575
3,0.621647698256712,0.937071641777453,10.2727414017091,0.03295
3,0.594094039949586,0.527617827604616,10.5832048196218,0.020875
3,0.661126662785311,0.575490516056005,14.065557542385,0.029475
3,0.697215821548289,0.986797111507849,26.9921534765445,0.041925
3,0.5451257439894,0.384226380981332,9.89364258787397,0.01775
3,0.515468401027972,0.324898017521207,34.5790218779693,0.0113
3,0.571219305655269,0.515452799919477,25.9899097628247,0.020225
3,0.472464896905251,0.192169388566679,2.27944487744774,0.01205
3,0.44335986518452,0.290982315775811,8.28206562339597,0.01565
3,0.569765460619641,0.780081417429178,6.13343933052002,0.0276
3,0.660685031557714,0.805256672017014,20.6817674835616,0.032825
3,0.546975018438487,18.6457786436135,6.98391219341856,0.01805
3.1,0.519686425575736,0.235025200646159,3.56770062512913,0.01525
3.1,0.636438067353576,0.655145603902633,15.1870888353764,0.029325
3.1,0.541752860541926,0.277477628451649,12.2380519000543,0.0186
3.1,0.557456569206756,0.348503093347705,8.11637843660975,0.0204
3.1,0.615183508626811,17.9123418339853,12.0201833717369,0.024975
3.1,0.542970953409195,0.381274962732779,5.45485314220888,0.0204
3.1,0.588398115053982,0.390260236875243,6.73888328488873,0.0206
3.1,0.580523629015289,0.510342621261134,20.7286658726214,0.019725
